subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
FLAIRax+SWIax,2,Cavernous hemangioma,78,0.5969718448784471,0.016667725498288464,0.5029158596228498,0.654966058834292
FLAIRax+SWIax,2,Subdural intracranial hemorrhage,44,0.8675320160639446,0.010415097952200974,0.7950521410949477,0.9092651065956251
FLAIRax+SWIax,2,Gliosis,3534,0.7851744345254396,0.0006462158081285489,0.7743011328801696,0.7943954949776939
FLAIRax+SWIax,2,Cerebral atrophy,1310,0.920443842966374,0.0006572056927705788,0.9120990216892694,0.9282475082041877
FLAIRax+SWIax,2,Encephalomalacia,236,0.7566050392740818,0.0037607448936330806,0.7244334766507952,0.7938018216965776
FLAIRax+SWIax,2,Arachnoid cyst,389,0.6964211278848932,0.0030928475670307983,0.665288992180631,0.7184695990868378
FLAIRax+SWIax,2,Empty sella syndrome,351,0.6823049363600863,0.012047447682947342,0.6701715799087276,0.7247030477618991
FLAIRax+SWIax,2,Intracranial aneurysm,61,0.6129098653437611,0.013247486688246742,0.5108296852547621,0.6762841061201079
FLAIRax+SWIax,2,Chiari malformation,56,0.7110143591548218,0.01686940937761525,0.6516582217434029,0.7930116963096316
FLAIRax+SWIax,2,Schwannoma,38,0.7023718435586561,0.013317046897069394,0.6089453858283328,0.7634473735199424
FLAIRax+SWIax,2,Cyst of pineal gland,103,0.6083517092185982,0.027846635313412117,0.5157349491616499,0.6245669621664903
FLAIRax+SWIax,2,Hemangioma of vertebral column,31,0.5467245763587874,0.011422143445221127,0.47103494995450634,0.6520152575396554
FLAIRax+SWIax,2,Cerebral edema,533,0.9016462744068315,0.0009950597842972924,0.8885280731312762,0.9169329782085691
FLAIRax+SWIax,2,Spinal stenosis,43,0.6071923060979149,0.031717667658605835,0.5700178898953219,0.724030459376878
FLAIRax+SWIax,2,Mastoiditis,265,0.6783618308997404,0.004116509845915437,0.6415941688075092,0.702545126609746
